Sort_ID,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Checker,Country,Region,Site_name,Site_ID,Paper_year,Study_midyear,YearsOfData,Annual_coverage,Latitude,Longitude,Elevation,MAT,MAP,MPET,Study_temp,Study_precip,Manipulation,Manipulation_level,Manipulation_age,IGBP,Ecosystem_age,Species,Leaf_habit,Ecosystem_state,LAI,Soil_family,Soil_texture,Soil_sand,Soil_silt,Soil_clay,Soil_rock,Soil_depth,Soil_BD,Soil_pH,Soil_SAR,Soil_SOC,Soil_C_stock,Soil_N,Soil_CN,Crust,Ksat,E,I30,EI30_R,K,L,Slope,Plant_cover_C,P,Meas_method,Method_details,Study_area,Field_scale,Field_area,Measure_time,Measure_interval,Replication,ER_annual_paper,ER_annual_units,Convertor,ER_annual,ER_Sedt_se,ER_Sedt_sd,ER_max,ER_maxday,Sediment_annual,Runoff_annual,Runoff_se,Runoff_sd,Runoff_max,Runoff_max_day,Leaching,Leaching_unit,Leaching_type,Data_source,Notes,Comments1,Comments2,Comment3
892,2020-11-23,136,USDA,,Q11,DE,JJ,USA,New York,Marcellus,US-NYIO-SITE70,2018,,4,1,42.98,-76.34,,,863.60,,,,Conservation ,Grass coverage,,CRO,,,,,,Alfisol,Silt Loam,,,,,,1.425,,,,,,,,,,,,,22,2.578310078,,,Runoff plot,,,Runoff plot,110,,,,0.15,t/ha/a,1,0.15,,,,,,,,,,,,,,https://www.ars.usda.gov/midwest-area/west-lafayette-in/national-soil-erosion-research/docs/usle-database/usle-data/,From Evans et al 2020 ERL,12,,
893,2020-11-23,136,USDA,,Q11,DE,JJ,USA,New York,Marcellus,US-NYIO-SITE71,2018,,4,1,42.98,-76.34,,,787.40,,,,Conservation ,Cultivating Across Slope,,CRO,,,,,,Alfisol,Silt Loam,,,,,,1.425,,,,,,,,,,,,,22,2.119943842,,,Runoff plot,,,Runoff plot,110,,,,0.4,t/ha/a,1,0.4,,,,,,,,,,,,,,https://www.ars.usda.gov/midwest-area/west-lafayette-in/national-soil-erosion-research/docs/usle-database/usle-data/,From Evans et al 2020 ERL,12,,
894,2020-11-23,136,USDA,,Q11,DE,JJ,USA,New York,Marcellus,US-NYIO-SITE72,2018,,8,1,42.98,-76.34,,,787.40,,,,Conservation ,Cultivating Across Slope,,CRO,,,,,,Alfisol,Silt Loam,,,,,,1.425,,,,,,,,,,,,,22,2.578310078,,,Runoff plot,,,Runoff plot,110,,,,0.3875,t/ha/a,1,0.3875,,,,,,,,,,,,,,https://www.ars.usda.gov/midwest-area/west-lafayette-in/national-soil-erosion-research/docs/usle-database/usle-data/,From Evans et al 2020 ERL,12,,
895,2020-11-23,136,USDA,,Q11,DE,JJ,USA,New York,Marcellus,US-NYIO-SITE73,2018,,6,1,42.98,-76.34,,,940.00,,,,Conservation ,Grass coverage,,CRO,,,,,,Alfisol,Silt Loam,,,,,,1.425,,,,,,,,,,,,,22,10.82890233,,,Runoff plot,,,Runoff plot,110,,,,0.383333333,t/ha/a,1,0.383333333,,,,,,,,,,,,,,https://www.ars.usda.gov/midwest-area/west-lafayette-in/national-soil-erosion-research/docs/usle-database/usle-data/,From Evans et al 2020 ERL,12,,
896,2020-11-23,136,USDA,,Q11,DE,JJ,USA,Iowa,Clarinda,US-NYIO-SITE74,2018,,10,1,40.74,-95.04,,,787.40,,,,Conservation ,Cultivating Across Slope,,CRO,,,,,,Typic Hapludoll,Silt Loam,,,,,,1.425,,,,,,,,,,,,,22,5.099324377,,,Runoff plot,,,Runoff plot,110,,,,0.24,t/ha/a,1,0.24,,,,,,,,,,,,,,https://www.ars.usda.gov/midwest-area/west-lafayette-in/national-soil-erosion-research/docs/usle-database/usle-data/,From Evans et al 2020 ERL,12,,
897,2020-11-23,136,USDA,,Q11,DE,JJ,USA,New York,Marcellus,US-NYIO-SITE75,2018,,8,1,42.98,-76.34,,,787.40,,,,Conservation ,Cultivating Across Slope,,CRO,,,,,,Alfisol,Silt Loam,,,,,,1.425,,,,,,,,,,,,,22,2.864788976,,,Runoff plot,,,Runoff plot,110,,,,0.3625,t/ha/a,1,0.3625,,,,,,,,,,,,,,https://www.ars.usda.gov/midwest-area/west-lafayette-in/national-soil-erosion-research/docs/usle-database/usle-data/,From Evans et al 2020 ERL,12,,
898,2020-11-23,137,Paningbatan et al ,,Q0,DE,JJ,Phillipines,Laguna ,,PH-LG-T1,1995,1989,1,1,14.14,121.47,,,1959.00,,,,Conventional,A traditional practice of upland farmers involves up-and-down slope tillage,,CRO,,Maize andm ungbean,Deciduous,Managed,,Typic Tropudalf,Clay,,,,,0-13,1.32,,,2.958,,,,,,,,,,12,10.02676141,,,Runoff plot,,,Runoff plot,72,,,,124,t/ha/a,1,124,,,,Sep-26-1990,,347.000,,,29.000,Aug-24-1990,,,,Table 2,From Evans et al 2020 ERL,13,,
899,2020-11-23,137,Paningbatan et al ,,Q0,DE,JJ,Phillipines,Laguna ,,PH-LG-T2,1995,1989,1,1,14.14,121.47,,,1959.00,,,,Conservation ,"Tillage operations were performed along the contour, and the crop and weed residues were removed from the soil",,CRO,,Maize andm ungbean,Deciduous,Managed,,Typic Tropudalf,Clay,,,,,0-13,1.32,,,2.958,,,,,,,,,,12,10.02676141,,,Runoff plot,,,Runoff plot,72,,,,40,t/ha/a,1,40,,,,Sep-26-1990,,184.000,,,40.800,Aug-24-1990,,,,Table 2,From Evans et al 2020 ERL,13,,
900,2020-11-23,137,Paningbatan et al ,,Q0,DE,JJ,Phillipines,Laguna ,,PH-LG-T3,1995,1989,1,1,14.14,121.47,,,1959.00,,,,Conservation ,"Tillage operations were performed along the contour, and the crop and weed residues were removed from the soil",,CRO,,Maize andm ungbean,Deciduous,Managed,,Typic Tropudalf,Clay,,,,,0-13,1.32,,,2.958,,,,,,,,,,12,10.02676141,,,Runoff plot,,,Runoff plot,72,,,,3,t/ha/a,1,3,,,,Aug-26-1990,,75.000,,,23.200,Aug-24-1990,,,,Table 2,From Evans et al 2020 ERL,13,,
901,2020-11-23,137,Paningbatan et al ,,Q0,DE,JJ,Phillipines,Laguna ,,PH-LG-T4,1995,1989,1,1,14.14,121.47,,,1959.00,,,,Conservation ,No tillage,,CRO,,Maize andm ungbean,Deciduous,Managed,,Typic Tropudalf,Clay,,,,,0-13,1.32,,,2.958,,,,,,,,,,12,10.02676141,,,Runoff plot,,,Runoff plot,72,,,,0.2,t/ha/a,1,0.2,,,,Aug-26-1990,,32.000,,,25.900,Aug-24-1990,,,,Table 2,From Evans et al 2020 ERL,13,,
902,2020-11-23,137,Paningbatan et al ,,Q0,DE,JJ,Phillipines,Laguna ,,PH-LG-T1,1995,1990,1,1,14.14,121.47,,,1959.00,,,,Conventional,A traditional practice of upland farmers involves up-and-down slope tillage,,CRO,,Maize andm ungbean,Deciduous,Managed,,Typic Tropudalf,Clay,,,,,0-13,1.32,,,2.958,,,,,,,,,,12,10.02676141,,,Runoff plot,,,Runoff plot,72,,,,198,t/ha/a,1,198,,,,Sep-26-1990,,490.000,,,29.000,Aug-24-1990,,,,Table 2,From Evans et al 2020 ERL,13,,
903,2020-11-23,137,Paningbatan et al ,,Q0,DE,JJ,Phillipines,Laguna ,,PH-LG-T2,1995,1990,1,1,14.14,121.47,,,1959.00,,,,Conservation ,"Tillage operations were performed along the contour, and the crop and weed residues were removed from the soil",,CRO,,Maize andm ungbean,Deciduous,Managed,,Typic Tropudalf,Clay,,,,,0-13,1.32,,,2.958,,,,,,,,,,12,10.02676141,,,Runoff plot,,,Runoff plot,72,,,,25,t/ha/a,1,25,,,,Sep-26-1990,,304.000,,,40.800,Aug-24-1990,,,,Table 2,From Evans et al 2020 ERL,13,,
904,2020-11-23,137,Paningbatan et al ,,Q0,DE,JJ,Phillipines,Laguna ,,PH-LG-T3,1995,1990,1,1,14.14,121.47,,,1959.00,,,,Conservation ,"Tillage operations were performed along the contour, and the crop and weed residues were removed from the soil",,CRO,,Maize andm ungbean,Deciduous,Managed,,Typic Tropudalf,Clay,,,,,0-13,1.32,,,2.958,,,,,,,,,,12,10.02676141,,,Runoff plot,,,Runoff plot,72,,,,5,t/ha/a,1,5,,,,Aug-26-1990,,197.000,,,23.200,Aug-24-1990,,,,Table 2,From Evans et al 2020 ERL,13,,
905,2020-11-23,137,Paningbatan et al ,,Q0,DE,JJ,Phillipines,Laguna ,,PH-LG-T4,1995,1990,1,1,14.14,121.47,,,1959.00,,,,Conservation ,No tillage,,CRO,,Maize andm ungbean,Deciduous,Managed,,Typic Tropudalf,Clay,,,,,0-13,1.32,,,2.958,,,,,,,,,,12,10.02676141,,,Runoff plot,,,Runoff plot,72,,,,5,t/ha/a,1,5,,,,Aug-26-1990,,270.000,,,25.900,Aug-24-1990,,,,Table 2,From Evans et al 2020 ERL,13,,
906,2020-11-23,137,Paningbatan et al ,,Q0,DE,JJ,Phillipines,Laguna ,,PH-LG-T1,1995,1991,1,1,14.14,121.47,,,1959.00,,,,Conventional,A traditional practice of upland farmers involves up-and-down slope tillage,,CRO,,Maize andm ungbean,Deciduous,Managed,,Typic Tropudalf,Clay,,,,,0-13,1.32,,,2.958,,,,,,,,,,12,10.02676141,,,Runoff plot,,,Runoff plot,72,,,,99,t/ha/a,1,99,,,,Sep-26-1990,,302.000,,,29.000,Aug-24-1990,,,,Table 2,From Evans et al 2020 ERL,13,,
907,2020-11-23,137,Paningbatan et al ,,Q0,DE,JJ,Phillipines,Laguna ,,PH-LG-T2,1995,1991,1,1,14.14,121.47,,,1959.00,,,,Conservation ,"Tillage operations were performed along the contour, and the crop and weed residues were removed from the soil",,CRO,,Maize andm ungbean,Deciduous,Managed,,Typic Tropudalf,Clay,,,,,0-13,1.32,,,2.958,,,,,,,,,,12,10.02676141,,,Runoff plot,,,Runoff plot,72,,,,4,t/ha/a,1,4,,,,Sep-26-1990,,115.000,,,40.800,Aug-24-1990,,,,Table 2,From Evans et al 2020 ERL,13,,
908,2020-11-23,137,Paningbatan et al ,,Q0,DE,JJ,Phillipines,Laguna ,,PH-LG-T3,1995,1991,1,1,14.14,121.47,,,1959.00,,,,Conservation ,"Tillage operations were performed along the contour, and the crop and weed residues were removed from the soil",,CRO,,Maize andm ungbean,Deciduous,Managed,,Typic Tropudalf,Clay,,,,,0-13,1.32,,,2.958,,,,,,,,,,12,10.02676141,,,Runoff plot,,,Runoff plot,72,,,,0.4,t/ha/a,1,0.4,,,,Aug-26-1990,,72.000,,,23.200,Aug-24-1990,,,,Table 2,From Evans et al 2020 ERL,13,,
909,2020-11-23,137,Paningbatan et al ,,Q0,DE,JJ,Phillipines,Laguna ,,PH-LG-T4,1995,1991,1,1,14.14,121.47,,,1959.00,,,,Conservation ,No tillage,,CRO,,Maize andm ungbean,Deciduous,Managed,,Typic Tropudalf,Clay,,,,,0-13,1.32,,,2.958,,,,,,,,,,12,10.02676141,,,Runoff plot,,,Runoff plot,72,,,,0.1,t/ha/a,1,0.1,,,,Aug-26-1990,,62.000,,,25.900,Aug-24-1990,,,,Table 2,From Evans et al 2020 ERL,13,,
910,2020-11-23,138,Gomez et al.,,Q0,DE,JJ,Spain,Seville,Santa Marta,ES-SEV-CT,2009,2003,1,1,37.39,-5.98,98,18.60,534.00,,,858,Conventional,Conventional Tillage,,PLT,18,Olive tree,Evergreen,Managed,,Petrocalcic Palexeralf,Sandy Loam,53.1,31.8,15.1,,0-10,1.44,,,0.754,,0.07,10.77142857,,,,,,,60,6.302535746,,,Runoff plot,,,Runoff plot,480,,,,5.01,kg/m2,10,50.1,,,,,,210.800,,,,,2.05,kg/ha/yr,NO3-N,Table 2,From Evans et al 2020 ERL,14,,
911,2020-11-23,138,Gomez et al.,,Q0,DE,JJ,Spain,Seville,Santa Marta,ES-SEV-CT,2009,2004,1,1,37.39,-5.98,98,18.60,534.00,,,268,Conservation ,Conventional Tillage,,PLT,19,Olive tree,Evergreen,Managed,,Petrocalcic Palexeralf,Sandy Loam,53.1,31.8,15.1,,0-10,1.44,,,0.754,,0.07,10.77142857,,,,,,,60,6.302535746,,,Runoff plot,,,Runoff plot,480,,,,0.198,kg/m2,10,1.98,,,,,,12.400,,,,,0.46,kg/ha/yr,NO3-N,Table 2,From Evans et al 2020 ERL,14,,
912,2020-11-23,138,Gomez et al.,,Q0,DE,JJ,Spain,Seville,Santa Marta,ES-SEV-CT,2009,2005,1,1,37.39,-5.98,98,18.60,534.00,,,603,Conventional,None,,PLT,20,Olive tree,Evergreen,Managed,,Petrocalcic Palexeralf,Sandy Loam,53.1,31.8,15.1,,0-10,1.44,,,0.754,,0.07,10.77142857,,,,,,,60,6.302535746,,,Runoff plot,,,Runoff plot,480,,,,0.303,kg/m2,10,3.03,,,,,,39.000,,,,,1.11,kg/ha/yr,NO3-N,Table 2,From Evans et al 2020 ERL,14,,
913,2020-11-23,138,Gomez et al.,,Q0,DE,JJ,Spain,Seville,Santa Marta,ES-SEV-CT,2009,2006,1,1,37.39,-5.98,98,18.60,534.00,,,573,Conservation ,Conventional Tillage,,PLT,21,Olive tree,Evergreen,Managed,,Petrocalcic Palexeralf,Sandy Loam,53.1,31.8,15.1,,0-10,1.44,,,0.754,,0.07,10.77142857,,,,,,,60,6.302535746,,,Runoff plot,,,Runoff plot,480,,,,2.24,kg/m2,10,22.4,,,,,,105.100,,,,,9.51,kg/ha/yr,NO3-N,Table 2,From Evans et al 2020 ERL,14,,
914,2020-11-23,138,Gomez et al.,,Q0,DE,JJ,Spain,Seville,Santa Marta,ES-SEV-CC,2009,2003,1,1,37.39,-5.98,98,18.60,534.00,,,858,Conventional,Cover crop,,PLT,18,Olive tree,Evergreen,Managed,,Petrocalcic Palexeralf,Sandy Loam,50.6,34,15.4,,0-10,1.68,,,0.93,,0.09,10.33333333,,,,,,,60,6.302535746,,,Runoff plot,,,Runoff plot,480,,,,0.049,kg/m2,10,0.49,,,,,,85.400,,,,,1.23,kg/ha/yr,NO3-N,Table 2,From Evans et al 2020 ERL,14,,
915,2020-11-23,138,Gomez et al.,,Q0,DE,JJ,Spain,Seville,Santa Marta,ES-SEV-CC,2009,2004,1,1,37.39,-5.98,98,18.60,534.00,,,268,Conservation ,Cover crop,,PLT,19,Olive tree,Evergreen,Managed,,Petrocalcic Palexeralf,Sandy Loam,50.6,34,15.4,,0-10,1.68,,,0.93,,0.09,10.33333333,,,,,,,60,6.302535746,,,Runoff plot,,,Runoff plot,480,,,,0.076,kg/m2,10,0.76,,,,,,21.100,,,,,3.67,kg/ha/yr,NO3-N,Table 2,From Evans et al 2020 ERL,14,,
916,2020-11-23,138,Gomez et al.,,Q0,DE,JJ,Spain,Seville,Santa Marta,ES-SEV-CC,2009,2005,1,1,37.39,-5.98,98,18.60,534.00,,,603,Conventional,Cover crop,,PLT,20,Olive tree,Evergreen,Managed,,Petrocalcic Palexeralf,Sandy Loam,50.6,34,15.4,,0-10,1.68,,,0.93,,0.09,10.33333333,,,,,,,60,6.302535746,,,Runoff plot,,,Runoff plot,480,,,,0.012,kg/m2,10,0.12,,,,,,9.400,,,,,0.65,kg/ha/yr,NO3-N,Table 2,From Evans et al 2020 ERL,14,,
917,2020-11-23,138,Gomez et al.,,Q0,DE,JJ,Spain,Seville,Santa Marta,ES-SEV-CC,2009,2006,1,1,37.39,-5.98,98,18.60,534.00,,,573,Conservation ,Cover crop,,PLT,21,Olive tree,Evergreen,Managed,,Petrocalcic Palexeralf,Sandy Loam,50.6,34,15.4,,0-10,1.68,,,0.93,,0.09,10.33333333,,,,,,,60,6.302535746,,,Runoff plot,,,Runoff plot,480,,,,0.023,kg/m2,10,0.23,,,,,,14.800,,,,,1.43,kg/ha/yr,NO3-N,Table 2,From Evans et al 2020 ERL,14,,
918,2020-11-23,139,Biddoccu et al.,,Q0,DE,JJ,Italy,Regione Piemonte,,IT-REG-CT,2017,2013,1,1,44.67,8.6,296,12.60,965.00,,14.5,970.8,Conventional,None,,OCD,,,,,,Dystric Cambisols,Clay Loam,28,54,18,,0-10,1.45,,,,,,,,,,,,,76,8.594366927,,,Runoff plot,,,Runoff plot,1221,,,,5311,kg/ha2/yr,0.001,5.311,,,,,,325.500,,,,,,,,Table 2,From Evans et al 2020 ERL,15,,
919,2020-11-23,139,Biddoccu et al.,,Q0,DE,JJ,Italy,Regione Piemonte,,IT-REG-GC,2017,2013,1,1,44.67,8.6,296,12.60,965.00,,14.5,970.8,Conservation ,Grass coverage,,OCD,,,,,,Dystric Cambisols,Clay Loam,15,53,32,,0-10,1.45,,,,,,,,,,,,,76,8.594366927,,,Runoff plot,,,Runoff plot,1221,,,,1501,kg/ha2/yr,0.001,1.501,,,,,,110.500,,,,,,,,Table 2,From Evans et al 2020 ERL,15,,
920,2020-11-23,139,Biddoccu et al.,,Q0,DE,JJ,Italy,Regione Piemonte,,IT-REG-CT,2017,2014,1,1,44.67,8.6,296,12.60,965.00,,14.5,1210.2,Conventional,None,,OCD,,,,,,Dystric Cambisols,Clay Loam,28,54,18,,0-10,1.45,,,,,,,,,,,,,76,8.594366927,,,Runoff plot,,,Runoff plot,1221,,,,9377,kg/ha2/yr,0.001,9.377,,,,,,578.500,,,,,,,,Table 2,From Evans et al 2020 ERL,15,,
921,2020-11-23,139,Biddoccu et al.,,Q0,DE,JJ,Italy,Regione Piemonte,,IT-REG-GC,2017,2014,1,1,44.67,8.6,296,12.60,965.00,,14.5,1210.2,Conservation ,Grass coverage,,OCD,,,,,,Dystric Cambisols,Clay Loam,15,53,32,,0-10,1.45,,,,,,,,,,,,,76,8.594366927,,,Runoff plot,,,Runoff plot,1221,,,,1043,kg/ha2/yr,0.001,1.043,,,,,,211.900,,,,,,,,Table 2,From Evans et al 2020 ERL,15,,
922,2020-11-23,140,Laloy and Bielders,,Q0,DE,JJ,Belgium,Nodebais,,BE-NOD-CC,2010,2006,3,1,50.46,4.44,85,,368.00,,,,Conservation ,Cover Crop,,OCD,,Maize,Deciduous,Managed,,Luvisol,Silt Loam,14,69,17,,0-10,1.425,,,0.99,,,,,,,,,,30,5.156620156,,,Runoff plot,,,Runoff plot,90,,1,3,0.633333333,t/ha/a,1,0.633333333,,,,,,6.200,,,,,,,,Table 4,From Evans et al 2020 ERL,16,,
923,2020-11-23,140,Laloy and Bielders,,Q0,DE,JJ,Belgium,Bonlez,,BE-BON-CC,2010,2006,3,1,50.42,4.41,80,,336.00,,,,Conservation ,Cover Crop,,OCD,,Maize,Deciduous,Managed,,Cambisol,Sandy Loam,67,20,13,,0-10,1.55,,,1.04,,,,,,,,,,30,6.875493542,,,Runoff plot,,,Runoff plot,90,,1,3,0.766666667,t/ha/a,1,0.766666667,,,,,,8.830,,,,,,,,Table 4,From Evans et al 2020 ERL,16,,
924,2020-11-23,140,Laloy and Bielders,,Q0,DE,JJ,Belgium,Nodebais,,BE-NOD-BARE,2010,2006,3,1,50.46,4.44,85,,368.00,,,,Bare,Bare Soil,,BSV,,Maize,Deciduous,Managed,,Luvisol,Silt Loam,14,69,17,,0-10,1.425,,,0.99,,,,,,,,,,30,5.156620156,,,Runoff plot,,,Runoff plot,90,,1,3,6.8,t/ha/a,1,6.8,,,,,,59,,,,,,,,Table 4,From Evans et al 2020 ERL,16,,
925,2020-11-23,140,Laloy and Bielders,,Q0,DE,JJ,Belgium,Bonlez,,BE-BON-BARE,2010,2006,3,1,50.42,4.41,80,,336.00,,,,Bare,Bare Soil,,BSV,,Maize,Deciduous,Managed,,Cambisol,Sandy Loam,67,20,13,,0-10,1.55,,,1.04,,,,,,,,,,30,6.875493542,,,Runoff plot,,,Runoff plot,90,,1,3,11.68333333,t/ha/a,1,11.68333333,,,,,,48.000,,,,,,,,Table 4,From Evans et al 2020 ERL,16,,
926,2020-11-23,141,Lanzanova et al.,,Q0,DE,JJ,Brazil,Rio Grande do Sul,,BR-RGS-BS,2013,1992,1,1,-29.36,-51.67,,18.50,1500.00,,,1719,Bare,Bare Soil,1,BSV,,Soybean and maize,Deciduous,Managed,,Typic Paleudalf,Sandy Loam,66,25.3,8.7,,0-20,1.55,4.5,,1.4268,,,,,,,,7919,,22,2.864788976,,,Runoff plot,,,Runoff plot,77,,,2,171.77,Mg/ha,1,171.77,,,,,,443.400,,,,,,,,Table 2,From Evans et al 2020 ERL,17,,
927,2020-11-23,141,Lanzanova et al.,,Q0,DE,JJ,Brazil,Rio Grande do Sul,,BR-RGS-BS,2013,1993,1,1,-29.36,-51.67,,18.50,1500.00,,,1719,Bare,Bare Soil,2,BSV,,Soybean and maize,Deciduous,Managed,,Typic Paleudalf,Sandy Loam,66,25.3,8.7,,0-20,1.55,4.5,,1.4268,,,,,,,,2350,,22,2.864788976,,,Runoff plot,,,Runoff plot,77,,,2,220.15,Mg/ha,1,220.15,,,,,,519.400,,,,,,,,Table 2,From Evans et al 2020 ERL,17,,
928,2020-11-23,141,Lanzanova et al.,,Q0,DE,JJ,Brazil,Rio Grande do Sul,,BR-RGS-BS,2013,1994,1,1,-29.36,-51.67,,18.50,1500.00,,,1993,Bare,Bare Soil,3,BSV,,Soybean and maize,Deciduous,Managed,,Typic Paleudalf,Sandy Loam,66,25.3,8.7,,0-20,1.55,4.5,,1.4268,,,,,,,,3436,,22,2.864788976,,,Runoff plot,,,Runoff plot,77,,,2,182.42,Mg/ha,1,182.42,,,,,,778.000,,,,,,,,Table 2,From Evans et al 2020 ERL,17,,
929,2020-11-23,141,Lanzanova et al.,,Q0,DE,JJ,Brazil,Rio Grande do Sul,,BR-RGS-BS,2013,1995,1,1,-29.36,-51.67,,18.50,1500.00,,,1244,Bare,Bare Soil,4,BSV,,Soybean and maize,Deciduous,Managed,,Typic Paleudalf,Sandy Loam,66,25.3,8.7,,0-20,1.55,4.5,,1.4268,,,,,,,,8274,,22,2.864788976,,,Runoff plot,,,Runoff plot,77,,,2,96.2,Mg/ha,1,96.2,,,,,,578.100,,,,,,,,Table 2,From Evans et al 2020 ERL,17,,
930,2020-11-23,141,Lanzanova et al.,,Q0,DE,JJ,Brazil,Rio Grande do Sul,,BR-RGS-BS,2013,1996,1,1,-29.36,-51.67,,18.50,1500.00,,,1100,Bare,Bare Soil,5,BSV,,Soybean and maize,Deciduous,Managed,,Typic Paleudalf,Sandy Loam,66,25.3,8.7,,0-20,1.55,4.5,,1.4268,,,,,,,,5920,,22,2.864788976,,,Runoff plot,,,Runoff plot,77,,,2,51.23,Mg/ha,1,51.23,,,,,,209.300,,,,,,,,Table 2,From Evans et al 2020 ERL,17,,
931,2020-11-23,141,Lanzanova et al.,,Q0,DE,JJ,Brazil,Rio Grande do Sul,,BR-RGS-BS,2013,1997,1,1,-29.36,-51.67,,18.50,1500.00,,,1934,Bare,Bare Soil,6,BSV,,Soybean and maize,Deciduous,Managed,,Typic Paleudalf,Sandy Loam,66,25.3,8.7,,0-20,1.55,4.5,,1.4268,,,,,,,,11798,,22,2.864788976,,,Runoff plot,,,Runoff plot,77,,,2,184.29,Mg/ha,1,184.29,,,,,,743.500,,,,,,,,Table 2,From Evans et al 2020 ERL,17,,
932,2020-11-23,141,Lanzanova et al.,,Q0,DE,JJ,Brazil,Rio Grande do Sul,,BR-RGS-BS,2013,1998,1,1,-29.36,-51.67,,18.50,1500.00,,,1536,Bare,Bare Soil,7,BSV,,Soybean and maize,Deciduous,Managed,,Typic Paleudalf,Sandy Loam,66,25.3,8.7,,0-20,1.55,4.5,,1.4268,,,,,,,,11983,,22,2.864788976,,,Runoff plot,,,Runoff plot,77,,,2,125.74,Mg/ha,1,125.74,,,,,,476.900,,,,,,,,Table 2,From Evans et al 2020 ERL,17,,
933,2020-11-23,141,Lanzanova et al.,,Q0,DE,JJ,Brazil,Rio Grande do Sul,,BR-RGS-BS,2013,1999,1,1,-29.36,-51.67,,18.50,1500.00,,,1458,Bare,Bare Soil,8,BSV,,Soybean and maize,Deciduous,Managed,,Typic Paleudalf,Sandy Loam,66,25.3,8.7,,0-20,1.55,4.5,,1.4268,,,,,,,,8879,,22,2.864788976,,,Runoff plot,,,Runoff plot,77,,,2,114.61,Mg/ha,1,114.61,,,,,,431.000,,,,,,,,Table 2,From Evans et al 2020 ERL,17,,
934,2020-11-23,141,Lanzanova et al.,,Q0,DE,JJ,Brazil,Rio Grande do Sul,,BR-RGS-BS,2013,2000,1,1,-29.36,-51.67,,18.50,1500.00,,,2046,Bare,Bare Soil,9,BSV,,Soybean and maize,Deciduous,Managed,,Typic Paleudalf,Sandy Loam,66,25.3,8.7,,0-20,1.55,4.5,,1.4268,,,,,,,,11498,,22,2.864788976,,,Runoff plot,,,Runoff plot,77,,,2,206.98,Mg/ha,1,206.98,,,,,,759.100,,,,,,,,Table 2,From Evans et al 2020 ERL,17,,
935,2020-11-23,141,Lanzanova et al.,,Q0,DE,JJ,Brazil,Rio Grande do Sul,,BR-RGS-BS,2013,2001,1,1,-29.36,-51.67,,18.50,1500.00,,,1805,Bare,Bare Soil,10,BSV,,Soybean and maize,Deciduous,Managed,,Typic Paleudalf,Sandy Loam,66,25.3,8.7,,0-20,1.55,4.5,,1.4268,,,,,,,,10667,,22,2.864788976,,,Runoff plot,,,Runoff plot,77,,,2,174.53,Mg/ha,1,174.53,,,,,,743.900,,,,,,,,Table 2,From Evans et al 2020 ERL,17,,
936,2020-11-23,141,Lanzanova et al.,,Q0,DE,JJ,Brazil,Rio Grande do Sul,,BR-RGS-BS,2013,2002,1,1,-29.36,-51.67,,18.50,1500.00,,,2898,Bare,Bare Soil,11,BSV,,Soybean and maize,Deciduous,Managed,,Typic Paleudalf,Sandy Loam,66,25.3,8.7,,0-20,1.55,4.5,,1.4268,,,,,,,,12628,,22,2.864788976,,,Runoff plot,,,Runoff plot,77,,,2,243.3,Mg/ha,1,243.3,,,,,,1060.900,,,,,,,,Table 2,From Evans et al 2020 ERL,17,,
937,2020-11-23,141,Lanzanova et al.,,Q0,DE,JJ,Brazil,Rio Grande do Sul,,BR-RGS-BS,2013,2003,1,1,-29.36,-51.67,,18.50,1500.00,,,1452,Bare,Bare Soil,12,BSV,,Soybean and maize,Deciduous,Managed,,Typic Paleudalf,Sandy Loam,66,25.3,8.7,,0-20,1.55,4.5,,1.4268,,,,,,,,9025,,22,2.864788976,,,Runoff plot,,,Runoff plot,77,,,2,144.64,Mg/ha,1,144.64,,,,,,512.300,,,,,,,,Table 2,From Evans et al 2020 ERL,17,,
938,2020-11-23,141,Lanzanova et al.,,Q0,DE,JJ,Brazil,Rio Grande do Sul,,BR-RGS-BS,2013,2004,1,1,-29.36,-51.67,,18.50,1500.00,,,925,Bare,Bare Soil,13,BSV,,Soybean and maize,Deciduous,Managed,,Typic Paleudalf,Sandy Loam,66,25.3,8.7,,0-20,1.55,4.5,,1.4268,,,,,,,,3919,,22,2.864788976,,,Runoff plot,,,Runoff plot,77,,,2,10.69,Mg/ha,1,10.69,,,,,,129.900,,,,,,,,Table 2,From Evans et al 2020 ERL,17,,
939,2020-11-23,141,Lanzanova et al.,,Q0,DE,JJ,Brazil,Rio Grande do Sul,,BR-RGS-BS,2013,2005,1,1,-29.36,-51.67,,18.50,1500.00,,,1860,Bare,Bare Soil,14,BSV,,Soybean and maize,Deciduous,Managed,,Typic Paleudalf,Sandy Loam,66,25.3,8.7,,0-20,1.55,4.5,,1.4268,,,,,,,,6059,,22,2.864788976,,,Runoff plot,,,Runoff plot,77,,,2,285.54,Mg/ha,1,285.54,,,,,,410.300,,,,,,,,Table 2,From Evans et al 2020 ERL,17,,
